Table,State,Town,Area,Total_Rural_Urban,Educational level,Total_Persons,Male_Persons,Female_Persons,Total_Main_worker,Male_Main_worker,Female_Main_worker,Total_Marg_worker,Male_Marg_worker,Female_Marg_worker,Total_marg_worker_avlbl_for_work,Male_marg_worker_avlbl_for_work,Female_marg_worker_avlbl_for_work,Total_Non_worker,Male_Non_worker,Female_Non_worker,Total_Non_worker_avlbl_for_work,Male_Non_worker_avlbl_for_work,Female_Non_worker_avlbl_for_work
B0103,19,801743,Maheshtala (M),Urban,Total,448317,229693,218624,141391,124157,17234,21644,12076,9568,14361,8208,6153,285282,93460,191822,62750,18141,44609
B0103,19,801743,Maheshtala (M),Urban,Illiterate,118504,53558,64946,24528,19866,4662,4722,2188,2534,2825,1380,1445,89254,31504,57750,9125,1785,7340
B0103,19,801743,Maheshtala (M),Urban,Literate,329813,176135,153678,116863,104291,12572,16922,9888,7034,11536,6828,4708,196028,61956,134072,53625,16356,37269
B0103,19,801743,Maheshtala (M),Urban,Literate but below matric/secondary,212176,110287,101889,68753,62117,6636,10983,6417,4566,7253,4411,2842,132440,41753,90687,27979,7667,20312
B0103,19,801743,Maheshtala (M),Urban,Matric/secondary but below graduate,72894,39479,33415,26140,23671,2469,3701,2138,1563,2753,1541,1212,43053,13670,29383,17150,6003,11147
B0103,19,801743,Maheshtala (M),Urban,Technical diploma or certificate not equal to degree,981,840,141,554,490,64,42,37,5,21,17,4,385,313,72,176,141,35
B0103,19,801743,Maheshtala (M),Urban,Graduate and above other than technical degree,31393,18706,12687,16209,13545,2664,1537,902,635,1090,600,490,13647,4259,9388,6290,1924,4366
B0103,19,801743,Maheshtala (M),Urban,Technical degree or diploma equal to degree or post-graduate degree,1854,1233,621,1093,842,251,75,48,27,52,33,19,686,343,343,362,177,185
B0103,19,801746,Rajpur Sonarpur (M),Urban,Total,424368,215405,208963,136118,111061,25057,30211,15542,14669,20534,10389,10145,258039,88802,169237,67530,20153,47377
B0103,19,801746,Rajpur Sonarpur (M),Urban,Illiterate,73647,31487,42160,12743,8186,4557,3827,1555,2272,2173,870,1303,57077,21746,35331,5317,930,4387
B0103,19,801746,Rajpur Sonarpur (M),Urban,Literate,350721,183918,166803,123375,102875,20500,26384,13987,12397,18361,9519,8842,200962,67056,133906,62213,19223,42990
B0103,19,801746,Rajpur Sonarpur (M),Urban,Literate but below matric/secondary,169645,83804,85841,49370,41549,7821,12507,6726,5781,8537,4614,3923,107768,35529,72239,24728,6103,18625
B0103,19,801746,Rajpur Sonarpur (M),Urban,Matric/secondary but below graduate,90648,48048,42600,30564,26621,3943,6919,3641,3278,5080,2574,2506,53165,17786,35379,21675,7948,13727
B0103,19,801746,Rajpur Sonarpur (M),Urban,Technical diploma or certificate not equal to degree,2538,2202,336,1392,1257,135,139,112,27,95,76,19,1007,833,174,372,297,75
B0103,19,801746,Rajpur Sonarpur (M),Urban,Graduate and above other than technical degree,62393,36005,26388,30921,24772,6149,4532,2292,2240,3138,1462,1676,26940,8941,17999,11314,3467,7847
B0103,19,801746,Rajpur Sonarpur (M),Urban,Technical degree or diploma equal to degree or post-graduate degree,6314,4394,1920,3854,2986,868,397,242,155,261,158,103,2063,1166,897,951,535,416
B0103,19,801755,Medinipur (M),Urban,Total,169264,84977,84287,52745,42836,9909,7263,4361,2902,5111,3184,1927,109256,37780,71476,31103,10057,21046
B0103,19,801755,Medinipur (M),Urban,Illiterate,32131,13430,18701,5984,3437,2547,1254,561,693,721,346,375,24893,9432,15461,2753,567,2186
B0103,19,801755,Medinipur (M),Urban,Literate,137133,71547,65586,46761,39399,7362,6009,3800,2209,4390,2838,1552,84363,28348,56015,28350,9490,18860
B0103,19,801755,Medinipur (M),Urban,Literate but below matric/secondary,68121,33323,34798,18894,16248,2646,3497,2304,1193,2529,1730,799,45730,14771,30959,10757,2964,7793
B0103,19,801755,Medinipur (M),Urban,Matric/secondary but below graduate,36307,18488,17819,11412,9912,1500,1383,800,583,1034,597,437,23512,7776,15736,10469,3827,6642
B0103,19,801755,Medinipur (M),Urban,Technical diploma or certificate not equal to degree,1048,893,155,614,549,65,31,22,9,25,17,8,403,322,81,157,109,48
B0103,19,801755,Medinipur (M),Urban,Graduate and above other than technical degree,24876,14601,10275,12525,10108,2417,794,482,312,605,365,240,11557,4011,7546,5650,1931,3719
B0103,19,801755,Medinipur (M),Urban,Technical degree or diploma equal to degree or post-graduate degree,3622,2642,980,2175,1725,450,96,67,29,67,45,22,1351,850,501,765,483,282
B0103,19,801757,Kharagpur (M),Urban,Total,207604,106559,101045,54843,46053,8790,13769,8199,5570,9433,5685,3748,138992,52307,86685,34967,12200,22767
B0103,19,801757,Kharagpur (M),Urban,Illiterate,45863,19338,26525,7571,5209,2362,2612,1248,1364,1528,755,773,35680,12881,22799,3831,859,2972
B0103,19,801757,Kharagpur (M),Urban,Literate,161741,87221,74520,47272,40844,6428,11157,6951,4206,7905,4930,2975,103312,39426,63886,31136,11341,19795
B0103,19,801757,Kharagpur (M),Urban,Literate but below matric/secondary,77126,38283,38843,18659,16297,2362,5449,3469,1980,3757,2478,1279,53018,18517,34501,11676,3865,7811
B0103,19,801757,Kharagpur (M),Urban,Matric/secondary but below graduate,46097,25020,21077,14401,12765,1636,3281,2059,1222,2456,1499,957,28415,10196,18219,11821,4636,7185
B0103,19,801757,Kharagpur (M),Urban,Technical diploma or certificate not equal to degree,1288,1104,184,751,680,71,79,59,20,48,35,13,458,365,93,216,168,48
B0103,19,801757,Kharagpur (M),Urban,Graduate and above other than technical degree,21531,12069,9462,9707,8024,1683,1396,809,587,983,542,441,10428,3236,7192,4885,1479,3406
B0103,19,801757,Kharagpur (M),Urban,Technical degree or diploma equal to degree or post-graduate degree,3350,2442,908,1545,1245,300,164,102,62,96,58,38,1641,1095,546,669,381,288
B0103,19,801760,Haldia (M),Urban,Total,200827,104841,95986,50792,46004,4788,10424,8473,1951,8161,6778,1383,139611,50364,89247,32808,11056,21752
B0103,19,801760,Haldia (M),Urban,Illiterate,42447,17507,24940,4256,3255,1001,1676,1091,585,1266,900,366,36515,13161,23354,3084,478,2606
B0103,19,801760,Haldia (M),Urban,Literate,158380,87334,71046,46536,42749,3787,8748,7382,1366,6895,5878,1017,103096,37203,65893,29724,10578,19146
B0103,19,801760,Haldia (M),Urban,Literate but below matric/secondary,100924,52433,48491,24331,22792,1539,6453,5528,925,5013,4369,644,70140,24113,46027,15306,4720,10586
B0103,19,801760,Haldia (M),Urban,Matric/secondary but below graduate,35007,20836,14171,10958,10254,704,1639,1377,262,1348,1123,225,22410,9205,13205,9589,4103,5486
B0103,19,801760,Haldia (M),Urban,Technical diploma or certificate not equal to degree,1511,1405,106,620,584,36,12,11,1,11,10,1,879,810,69,239,199,40
B0103,19,801760,Haldia (M),Urban,Graduate and above other than technical degree,14530,8456,6074,7429,6339,1090,369,253,116,307,202,105,6732,1864,4868,3481,1075,2406
B0103,19,801760,Haldia (M),Urban,Technical degree or diploma equal to degree or post-graduate degree,2957,2328,629,1831,1547,284,37,27,10,29,23,6,1089,754,335,476,299,177
B0103,20,362723,Bokaro Steel City (CT),Urban,Total,414820,219646,195174,94194,81578,12616,22856,15435,7421,13835,10545,3290,297770,122633,175137,38430,20412,18018
B0103,20,362723,Bokaro Steel City (CT),Urban,Illiterate,111037,45124,65913,12711,8635,4076,6442,2943,3499,3217,1871,1346,91884,33546,58338,3613,957,2656
B0103,20,362723,Bokaro Steel City (CT),Urban,Literate,303783,174522,129261,81483,72943,8540,16414,12492,3922,10618,8674,1944,205886,89087,116799,34817,19455,15362
B0103,20,362723,Bokaro Steel City (CT),Urban,Literate but below matric/secondary,132522,67883,64639,21600,19391,2209,7076,5347,1729,4345,3654,691,103846,43145,60701,6172,2819,3353
B0103,20,362723,Bokaro Steel City (CT),Urban,Matric/secondary but below graduate,98297,59273,39024,28243,26315,1928,5549,4449,1100,3740,3152,588,64505,28509,35996,14326,8384,5942
B0103,20,362723,Bokaro Steel City (CT),Urban,Technical diploma or certificate not equal to degree,5057,4488,569,2372,2182,190,202,178,24,139,126,13,2483,2128,355,893,773,120
B0103,20,362723,Bokaro Steel City (CT),Urban,Graduate and above other than technical degree,50937,32037,18900,22258,19251,3007,2501,1751,750,1690,1212,478,26178,11035,15143,10498,5641,4857
B0103,20,362723,Bokaro Steel City (CT),Urban,Technical degree or diploma equal to degree or post-graduate degree,10097,7459,2638,5119,4184,935,455,329,126,337,248,89,4523,2946,1577,2280,1532,748
B0103,20,801768,Giridih (Nagar Parishad),Urban,Total,114533,59966,54567,28319,25575,2744,3727,2792,935,2178,1835,343,82487,31599,50888,6704,3320,3384
B0103,20,801768,Giridih (Nagar Parishad),Urban,Illiterate,30883,13846,17037,3894,3183,711,1039,607,432,566,408,158,25950,10056,15894,609,151,458
B0103,20,801768,Giridih (Nagar Parishad),Urban,Literate,83650,46120,37530,24425,22392,2033,2688,2185,503,1612,1427,185,56537,21543,34994,6095,3169,2926
B0103,20,801768,Giridih (Nagar Parishad),Urban,Literate but below matric/secondary,42268,21486,20782,8201,7667,534,1548,1266,282,922,831,91,32519,12553,19966,1477,683,794
B0103,20,801768,Giridih (Nagar Parishad),Urban,Matric/secondary but below graduate,25131,13799,11332,7787,7209,578,739,583,156,418,363,55,16605,6007,10598,2366,1245,1121
B0103,20,801768,Giridih (Nagar Parishad),Urban,Technical diploma or certificate not equal to degree,331,281,50,126,121,5,4,4,0,4,4,0,201,156,45,65,54,11
B0103,20,801768,Giridih (Nagar Parishad),Urban,Graduate and above other than technical degree,13762,9104,4658,7358,6573,785,334,280,54,232,198,34,6070,2251,3819,1870,981,889
B0103,20,801768,Giridih (Nagar Parishad),Urban,Technical degree or diploma equal to degree or post-graduate degree,1350,1034,316,704,597,107,22,20,2,15,13,2,624,417,207,267,179,88
B0103,20,801769,Deoghar (M Corp.),Urban,Total,203123,107997,95126,51513,45580,5933,6232,4280,1952,3141,2457,684,145378,58137,87241,12961,6898,6063
B0103,20,801769,Deoghar (M Corp.),Urban,Illiterate,52135,22558,29577,6528,4837,1691,1798,857,941,743,451,292,43809,16864,26945,1075,268,807
B0103,20,801769,Deoghar (M Corp.),Urban,Literate,150988,85439,65549,44985,40743,4242,4434,3423,1011,2398,2006,392,101569,41273,60296,11886,6630,5256
B0103,20,801769,Deoghar (M Corp.),Urban,Literate but below matric/secondary,75027,38518,36509,15020,13782,1238,2424,1840,584,1272,1095,177,57583,22896,34687,2437,1133,1304
B0103,20,801769,Deoghar (M Corp.),Urban,Matric/secondary but below graduate,45557,25793,19764,13783,12599,1184,1202,943,259,668,543,125,30572,12251,18321,5480,3077,2403
B0103,20,801769,Deoghar (M Corp.),Urban,Technical diploma or certificate not equal to degree,786,680,106,351,320,31,7,7,0,4,4,0,428,353,75,145,114,31
B0103,20,801769,Deoghar (M Corp.),Urban,Graduate and above other than technical degree,24690,17337,7353,13652,12169,1483,586,487,99,347,281,66,10452,4681,5771,3246,1940,1306
B0103,20,801769,Deoghar (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,2436,1878,558,1393,1179,214,36,27,9,22,16,6,1007,672,335,423,291,132
B0103,20,801775,Dhanbad (M Corp.),Urban,Total,1162472,614722,547750,263447,233890,29557,55870,42741,13129,33946,27435,6511,843155,338091,505064,85024,48728,36296
B0103,20,801775,Dhanbad (M Corp.),Urban,Illiterate,356490,152302,204188,47258,35893,11365,17113,10877,6236,9944,6875,3069,292119,105532,186587,12016,4298,7718
B0103,20,801775,Dhanbad (M Corp.),Urban,Literate,805982,462420,343562,216189,197997,18192,38757,31864,6893,24002,20560,3442,551036,232559,318477,73008,44430,28578
B0103,20,801775,Dhanbad (M Corp.),Urban,Literate but below matric/secondary,417785,223384,194401,79414,73341,6073,20034,16597,3437,12138,10602,1536,318337,133446,184891,22058,12493,9565
B0103,20,801775,Dhanbad (M Corp.),Urban,Matric/secondary but below graduate,247480,147997,99483,73738,68706,5032,11967,9963,2004,7729,6577,1152,161775,69328,92447,32004,20280,11724
B0103,20,801775,Dhanbad (M Corp.),Urban,Technical diploma or certificate not equal to degree,6385,5784,601,2950,2818,132,219,202,17,134,123,11,3216,2764,452,1224,1083,141
B0103,20,801775,Dhanbad (M Corp.),Urban,Graduate and above other than technical degree,93847,61171,32676,45385,40569,4816,3752,2949,803,2284,1831,453,44710,17653,27057,13554,7990,5564
B0103,20,801775,Dhanbad (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,10921,8150,2771,5709,4743,966,330,241,89,195,150,45,4882,3166,1716,1939,1402,537
B0103,20,801778,Chas (Nagar Parishad),Urban,Total,141640,74727,66913,33174,30098,3076,4309,3273,1036,2392,1924,468,104157,41356,62801,9465,5136,4329
B0103,20,801778,Chas (Nagar Parishad),Urban,Illiterate,38473,15969,22504,4298,3368,930,1024,629,395,556,395,161,33151,11972,21179,1038,302,736
B0103,20,801778,Chas (Nagar Parishad),Urban,Literate,103167,58758,44409,28876,26730,2146,3285,2644,641,1836,1529,307,71006,29384,41622,8427,4834,3593
B0103,20,801778,Chas (Nagar Parishad),Urban,Literate but below matric/secondary,50081,25753,24328,9168,8608,560,1441,1178,263,793,697,96,39472,15967,23505,2053,995,1058
B0103,20,801778,Chas (Nagar Parishad),Urban,Matric/secondary but below graduate,34179,20438,13741,10937,10239,698,1192,963,229,669,540,129,22050,9236,12814,3857,2290,1567
B0103,20,801778,Chas (Nagar Parishad),Urban,Technical diploma or certificate not equal to degree,789,690,99,297,282,15,18,17,1,6,6,0,474,391,83,148,123,25
B0103,20,801778,Chas (Nagar Parishad),Urban,Graduate and above other than technical degree,13901,9381,4520,6870,6207,663,492,378,114,286,220,66,6539,2796,3743,1896,1125,771
B0103,20,801778,Chas (Nagar Parishad),Urban,Technical degree or diploma equal to degree or post-graduate degree,1376,1050,326,708,596,112,34,24,10,24,18,6,634,430,204,255,180,75
B0103,20,801780,Mango (NAC),Urban,Total,223805,115970,107835,60054,53247,6807,3985,2911,1074,2055,1601,454,159766,59812,99954,11464,6230,5234
B0103,20,801780,Mango (NAC),Urban,Illiterate,56935,24880,32055,8375,6077,2298,1034,553,481,506,307,199,47526,18250,29276,890,341,549
B0103,20,801780,Mango (NAC),Urban,Literate,166870,91090,75780,51679,47170,4509,2951,2358,593,1549,1294,255,112240,41562,70678,10574,5889,4685
B0103,20,801780,Mango (NAC),Urban,Literate but below matric/secondary,79860,41236,38624,17733,16436,1297,1492,1201,291,712,617,95,60635,23599,37036,2537,1407,1130
B0103,20,801780,Mango (NAC),Urban,Matric/secondary but below graduate,54434,30013,24421,17639,16523,1116,991,826,165,580,497,83,35804,12664,23140,4769,2804,1965
B0103,20,801780,Mango (NAC),Urban,Technical diploma or certificate not equal to degree,1575,1400,175,829,785,44,19,15,4,14,11,3,727,600,127,204,175,29
B0103,20,801780,Mango (NAC),Urban,Graduate and above other than technical degree,25210,14655,10555,12519,10944,1575,349,245,104,193,131,62,12342,3466,8876,2514,1159,1355
B0103,20,801780,Mango (NAC),Urban,Technical degree or diploma equal to degree or post-graduate degree,3472,2490,982,2040,1669,371,41,29,12,25,18,7,1391,792,599,426,276,150
B0103,20,801781,Jamshedpur (NAC+OG),Urban,Total,677350,353212,324138,198394,171170,27224,13144,9341,3803,5929,4603,1326,465812,172701,293111,37778,19162,18616
B0103,20,801781,Jamshedpur (NAC+OG),Urban,Illiterate,155545,66835,88710,26115,17241,8874,3279,1707,1572,1289,780,509,126151,47887,78264,3304,1200,2104
