Table,State,Town,Area,Total_Rural_Urban,Educational level,Total_Persons,Male_Persons,Female_Persons,Total_Main_worker,Male_Main_worker,Female_Main_worker,Total_Marg_worker,Male_Marg_worker,Female_Marg_worker,Total_marg_worker_avlbl_for_work,Male_marg_worker_avlbl_for_work,Female_marg_worker_avlbl_for_work,Total_Non_worker,Male_Non_worker,Female_Non_worker,Total_Non_worker_avlbl_for_work,Male_Non_worker_avlbl_for_work,Female_Non_worker_avlbl_for_work
B0103,27,802710,Nagpur (M Corp.),Urban,Graduate and above other than technical degree,299166,153114,146052,149788,114210,35578,6927,3798,3129,2543,1376,1167,142451,35106,107345,18681,6431,12250
B0103,27,802710,Nagpur (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,83116,48235,34881,47646,32217,15429,1985,1082,903,773,410,363,33485,14936,18549,7135,3743,3392
B0103,27,802716,Gondiya (M Cl),Urban,Total,132813,66500,66313,40684,31468,9216,5816,3670,2146,1921,1268,653,86313,31362,54951,5560,2624,2936
B0103,27,802716,Gondiya (M Cl),Urban,Illiterate,21140,8885,12255,2422,1073,1349,467,170,297,144,55,89,18251,7642,10609,184,66,118
B0103,27,802716,Gondiya (M Cl),Urban,Literate,111673,57615,54058,38262,30395,7867,5349,3500,1849,1777,1213,564,68062,23720,44342,5376,2558,2818
B0103,27,802716,Gondiya (M Cl),Urban,Literate but below matric/secondary,46518,22985,23533,12498,9369,3129,2059,1288,771,715,506,209,31961,12328,19633,1219,564,655
B0103,27,802716,Gondiya (M Cl),Urban,Matric/secondary but below graduate,36741,19780,16961,12705,10879,1826,1830,1266,564,640,444,196,22206,7635,14571,2252,1190,1062
B0103,27,802716,Gondiya (M Cl),Urban,Technical diploma or certificate not equal to degree,1167,927,240,639,571,68,44,38,6,21,18,3,484,318,166,105,83,22
B0103,27,802716,Gondiya (M Cl),Urban,Graduate and above other than technical degree,14585,7760,6825,6879,5579,1300,616,404,212,185,113,72,7090,1777,5313,1067,408,659
B0103,27,802716,Gondiya (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,3978,2415,1563,2209,1589,620,166,112,54,62,39,23,1603,714,889,365,179,186
B0103,27,802722,Chandrapur (M Cl),Urban,Total,320379,164085,156294,92286,75847,16439,13041,8829,4212,6435,4681,1754,215052,79409,135643,15221,7558,7663
B0103,27,802722,Chandrapur (M Cl),Urban,Illiterate,61916,26049,35867,8810,5323,3487,2216,978,1238,968,483,485,50890,19748,31142,890,274,616
B0103,27,802722,Chandrapur (M Cl),Urban,Literate,258463,138036,120427,83476,70524,12952,10825,7851,2974,5467,4198,1269,164162,59661,104501,14331,7284,7047
B0103,27,802722,Chandrapur (M Cl),Urban,Literate but below matric/secondary,123446,63457,59989,31944,26803,5141,5835,4173,1662,2888,2212,676,85667,32481,53186,3955,1826,2129
B0103,27,802722,Chandrapur (M Cl),Urban,Matric/secondary but below graduate,90333,48830,41503,29383,26119,3264,3639,2795,844,1866,1509,357,57311,19916,37395,6328,3549,2779
B0103,27,802722,Chandrapur (M Cl),Urban,Technical diploma or certificate not equal to degree,3462,2805,657,1742,1613,129,94,76,18,65,51,14,1626,1116,510,403,301,102
B0103,27,802722,Chandrapur (M Cl),Urban,Graduate and above other than technical degree,29466,16346,13120,14752,11875,2877,846,570,276,452,308,144,13868,3901,9967,2518,1052,1466
B0103,27,802722,Chandrapur (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,8220,4971,3249,4486,3244,1242,189,112,77,103,58,45,3545,1615,1930,979,486,493
B0103,27,802727,Yavatmal (MCl),Urban,Total,116551,58549,58002,36500,29487,7013,2737,1959,778,1602,1237,365,77314,27103,50211,3929,1889,2040
B0103,27,802727,Yavatmal (MCl),Urban,Illiterate,19825,8728,11097,2580,1476,1104,392,186,206,233,130,103,16853,7066,9787,224,70,154
B0103,27,802727,Yavatmal (MCl),Urban,Literate,96726,49821,46905,33920,28011,5909,2345,1773,572,1369,1107,262,60461,20037,40424,3705,1819,1886
B0103,27,802727,Yavatmal (MCl),Urban,Literate but below matric/secondary,45138,22579,22559,12694,10385,2309,1283,975,308,815,671,144,31161,11219,19942,1129,607,522
B0103,27,802727,Yavatmal (MCl),Urban,Matric/secondary but below graduate,27602,14250,13352,9722,8453,1269,504,396,108,250,212,38,17376,5401,11975,1244,615,629
B0103,27,802727,Yavatmal (MCl),Urban,Technical diploma or certificate not equal to degree,969,733,236,514,447,67,14,11,3,6,5,1,441,275,166,65,46,19
B0103,27,802727,Yavatmal (MCl),Urban,Graduate and above other than technical degree,10443,5607,4836,5176,4180,996,129,87,42,60,40,20,5138,1340,3798,661,262,399
B0103,27,802727,Yavatmal (MCl),Urban,Technical degree or diploma equal to degree or post-graduate degree,3068,1790,1278,1665,1168,497,35,20,15,17,7,10,1368,602,766,293,148,145
B0103,27,802737,Nanded Waghala (M Corp.),Urban,Total,550439,285433,265006,146348,123050,23298,21454,14537,6917,8758,6457,2301,382637,147846,234791,20364,10985,9379
B0103,27,802737,Nanded Waghala (M Corp.),Urban,Illiterate,138573,61106,77467,18843,13106,5737,4060,2013,2047,1591,897,694,115670,45987,69683,1784,640,1144
B0103,27,802737,Nanded Waghala (M Corp.),Urban,Literate,411866,224327,187539,127505,109944,17561,17394,12524,4870,7167,5560,1607,266967,101859,165108,18580,10345,8235
B0103,27,802737,Nanded Waghala (M Corp.),Urban,Literate but below matric/secondary,209676,106133,103543,47531,41336,6195,8668,6117,2551,3608,2813,795,153477,58680,94797,5498,2853,2645
B0103,27,802737,Nanded Waghala (M Corp.),Urban,Matric/secondary but below graduate,116019,63674,52345,36932,32995,3937,4932,3611,1321,2019,1608,411,74155,27068,47087,6788,3894,2894
B0103,27,802737,Nanded Waghala (M Corp.),Urban,Technical diploma or certificate not equal to degree,4530,3624,906,2323,2098,225,166,136,30,65,53,12,2041,1390,651,416,300,116
B0103,27,802737,Nanded Waghala (M Corp.),Urban,Graduate and above other than technical degree,41295,27534,13761,22894,19411,3483,1609,1222,387,649,496,153,16792,6901,9891,2999,1688,1311
B0103,27,802737,Nanded Waghala (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,16441,10612,5829,8620,6293,2327,531,348,183,232,147,85,7290,3971,3319,1870,1107,763
B0103,27,802753,Parbhani (M Cl),Urban,Total,307170,156520,150650,81489,66732,14757,11220,6757,4463,4760,3146,1614,214461,83031,131430,11301,5857,5444
B0103,27,802753,Parbhani (M Cl),Urban,Illiterate,89981,38923,51058,14860,9808,5052,3134,1380,1754,1346,659,687,71987,27735,44252,1299,439,860
B0103,27,802753,Parbhani (M Cl),Urban,Literate,217189,117597,99592,66629,56924,9705,8086,5377,2709,3414,2487,927,142474,55296,87178,10002,5418,4584
B0103,27,802753,Parbhani (M Cl),Urban,Literate but below matric/secondary,118061,60045,58016,28384,24527,3857,4270,2850,1420,1888,1385,503,85407,32668,52739,3225,1564,1661
B0103,27,802753,Parbhani (M Cl),Urban,Matric/secondary but below graduate,56376,31245,25131,17337,15449,1888,1957,1316,641,822,604,218,37082,14480,22602,3566,2056,1510
B0103,27,802753,Parbhani (M Cl),Urban,Technical diploma or certificate not equal to degree,1831,1426,405,921,801,120,49,38,11,17,13,4,861,587,274,167,110,57
B0103,27,802753,Parbhani (M Cl),Urban,Graduate and above other than technical degree,20889,13765,7124,11507,9693,1814,797,533,264,306,217,89,8585,3539,5046,1559,898,661
B0103,27,802753,Parbhani (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,9146,5835,3311,4749,3450,1299,306,192,114,118,79,39,4091,2193,1898,1000,553,447
B0103,27,802760,Jalna (M Cl),Urban,Total,285577,147092,138485,83838,67396,16442,12611,7701,4910,4697,3188,1509,189128,71995,117133,8614,4292,4322
B0103,27,802760,Jalna (M Cl),Urban,Illiterate,83748,36689,47059,14991,9528,5463,3073,1421,1652,1173,602,571,65684,25740,39944,1153,371,782
B0103,27,802760,Jalna (M Cl),Urban,Literate,201829,110403,91426,68847,57868,10979,9538,6280,3258,3524,2586,938,123444,46255,77189,7461,3921,3540
B0103,27,802760,Jalna (M Cl),Urban,Literate but below matric/secondary,112618,58561,54057,30535,25612,4923,5102,3352,1750,1925,1432,493,76981,29597,47384,2826,1469,1357
B0103,27,802760,Jalna (M Cl),Urban,Matric/secondary but below graduate,53467,30179,23288,19571,17178,2393,2607,1735,872,976,731,245,31289,11266,20023,2780,1506,1274
B0103,27,802760,Jalna (M Cl),Urban,Technical diploma or certificate not equal to degree,1740,1267,473,1002,868,134,68,54,14,24,20,4,670,345,325,146,72,74
B0103,27,802760,Jalna (M Cl),Urban,Graduate and above other than technical degree,18784,12161,6623,10950,9149,1801,894,620,274,313,220,93,6940,2392,4548,1034,544,490
B0103,27,802760,Jalna (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,5175,3199,1976,3062,2123,939,204,132,72,83,54,29,1909,944,965,386,199,187
B0103,27,802765,Aurangabad (M Corp.),Urban,Total,1175116,609206,565910,342649,280321,62328,35173,20990,14183,13337,8951,4386,797294,307895,489399,34308,16815,17493
B0103,27,802765,Aurangabad (M Corp.),Urban,Illiterate,285892,125863,160029,39235,23914,15321,6911,2865,4046,2675,1264,1411,239746,99084,140662,2743,868,1875
B0103,27,802765,Aurangabad (M Corp.),Urban,Literate,889224,483343,405881,303414,256407,47007,28262,18125,10137,10662,7687,2975,557548,208811,348737,31565,15947,15618
B0103,27,802765,Aurangabad (M Corp.),Urban,Literate but below matric/secondary,413426,210424,203002,97508,83551,13957,12689,8138,4551,4912,3579,1333,303229,118735,184494,8846,4327,4519
B0103,27,802765,Aurangabad (M Corp.),Urban,Matric/secondary but below graduate,280663,154122,126541,97407,86874,10533,9114,6131,2983,3593,2723,870,174142,61117,113025,12675,6799,5876
B0103,27,802765,Aurangabad (M Corp.),Urban,Technical diploma or certificate not equal to degree,14645,11807,2838,9562,8655,907,366,270,96,117,80,37,4717,2882,1835,594,370,224
B0103,27,802765,Aurangabad (M Corp.),Urban,Graduate and above other than technical degree,119440,72052,47388,67498,54411,13087,3742,2237,1505,1280,839,441,48200,15404,32796,5985,2825,3160
B0103,27,802765,Aurangabad (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,39868,24524,15344,23777,17026,6751,1113,639,474,403,227,176,14978,6859,8119,2824,1325,1499
B0103,27,802772,Malegaon (M Corp.+OG),Urban,Total,481228,244080,237148,136656,118401,18255,7302,4693,2609,1565,1195,370,337270,120986,216284,9514,5886,3628
B0103,27,802772,Malegaon (M Corp.+OG),Urban,Illiterate,128606,59989,68617,16475,12258,4217,1425,691,734,294,180,114,110706,47040,63666,677,327,350
B0103,27,802772,Malegaon (M Corp.+OG),Urban,Literate,352622,184091,168531,120181,106143,14038,5877,4002,1875,1271,1015,256,226564,73946,152618,8837,5559,3278
B0103,27,802772,Malegaon (M Corp.+OG),Urban,Literate but below matric/secondary,232009,120009,112000,70259,62824,7435,3300,2237,1063,673,549,124,158450,54948,103502,4102,2850,1252
B0103,27,802772,Malegaon (M Corp.+OG),Urban,Matric/secondary but below graduate,73375,38703,34672,27548,25121,2427,1417,977,440,325,261,64,44410,12605,31805,2661,1663,998
B0103,27,802772,Malegaon (M Corp.+OG),Urban,Technical diploma or certificate not equal to degree,2267,1800,467,1298,1215,83,53,43,10,25,20,5,916,542,374,157,105,52
B0103,27,802772,Malegaon (M Corp.+OG),Urban,Graduate and above other than technical degree,16152,9756,6396,8945,7529,1416,345,244,101,103,76,27,6862,1983,4879,840,418,422
B0103,27,802772,Malegaon (M Corp.+OG),Urban,Technical degree or diploma equal to degree or post-graduate degree,6678,3589,3089,3659,2413,1246,138,82,56,48,32,16,2881,1094,1787,544,247,297
B0103,27,802776,Nashik (M Corp.),Urban,Total,1486053,782517,703536,495978,402037,93941,38843,24114,14729,10992,7437,3555,951232,356366,594866,40233,18307,21926
B0103,27,802776,Nashik (M Corp.),Urban,Illiterate,307607,138974,168633,48830,28119,20711,7001,2977,4024,2103,1028,1075,251776,107878,143898,2336,704,1632
B0103,27,802776,Nashik (M Corp.),Urban,Literate,1178446,643543,534903,447148,373918,73230,31842,21137,10705,8889,6409,2480,699456,248488,450968,37897,17603,20294
B0103,27,802776,Nashik (M Corp.),Urban,Literate but below matric/secondary,493864,252568,241296,131372,107932,23440,12761,8174,4587,4256,3162,1094,349731,136462,213269,9168,4245,4923
B0103,27,802776,Nashik (M Corp.),Urban,Matric/secondary but below graduate,371618,209387,162231,147181,131383,15798,9307,6576,2731,2399,1845,554,215130,71428,143702,13611,6967,6644
B0103,27,802776,Nashik (M Corp.),Urban,Technical diploma or certificate not equal to degree,34003,27856,6147,21447,19739,1708,974,816,158,200,163,37,11582,7301,4281,1385,874,511
B0103,27,802776,Nashik (M Corp.),Urban,Graduate and above other than technical degree,159020,88389,70631,87472,68754,18718,4175,2549,1626,1047,624,423,67373,17086,50287,8603,3338,5265
B0103,27,802776,Nashik (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,44994,28466,16528,27727,20436,7291,1101,676,425,229,106,123,16166,7354,8812,2974,1372,1602
B0103,27,802785,Vasai-Virar City (M Corp.),Urban,Total,1222390,648172,574218,445274,347553,97721,44744,24311,20433,10677,6386,4291,732372,276308,456064,32433,15195,17238
B0103,27,802785,Vasai-Virar City (M Corp.),Urban,Illiterate,269979,125358,144621,44524,29711,14813,8304,3725,4579,1694,856,838,217151,91922,125229,2942,1073,1869
B0103,27,802785,Vasai-Virar City (M Corp.),Urban,Literate,952411,522814,429597,400750,317842,82908,36440,20586,15854,8983,5530,3453,515221,184386,330835,29491,14122,15369
B0103,27,802785,Vasai-Virar City (M Corp.),Urban,Literate but below matric/secondary,431695,222354,209341,128458,103743,24715,16230,8906,7324,3790,2426,1364,287007,109705,177302,9538,4406,5132
B0103,27,802785,Vasai-Virar City (M Corp.),Urban,Matric/secondary but below graduate,347882,206353,141529,169348,142646,26702,13250,7918,5332,3390,2138,1252,165284,55789,109495,13441,6891,6550
B0103,27,802785,Vasai-Virar City (M Corp.),Urban,Technical diploma or certificate not equal to degree,9742,7268,2474,6162,5140,1022,299,218,81,78,58,20,3281,1910,1371,404,289,115
B0103,27,802785,Vasai-Virar City (M Corp.),Urban,Graduate and above other than technical degree,110888,60412,50476,69690,48582,21108,3971,2122,1849,1096,568,528,37227,9708,27519,4444,1777,2667
B0103,27,802785,Vasai-Virar City (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,19066,9604,9462,13242,7332,5910,615,299,316,150,76,74,5209,1973,3236,692,335,357
B0103,27,802786,Mira Bhayandar (M corp.),Urban,Total,809378,429260,380118,281675,228624,53051,34688,19603,15085,6289,3799,2490,493015,181033,311982,19089,9208,9881
B0103,27,802786,Mira Bhayandar (M corp.),Urban,Illiterate,153085,72826,80259,21277,15810,5467,4516,2045,2471,974,498,476,127292,54971,72321,1464,524,940
B0103,27,802786,Mira Bhayandar (M corp.),Urban,Literate,656293,356434,299859,260398,212814,47584,30172,17558,12614,5315,3301,2014,365723,126062,239661,17625,8684,8941
B0103,27,802786,Mira Bhayandar (M corp.),Urban,Literate but below matric/secondary,248740,127087,121653,64179,53865,10314,9545,5298,4247,1866,1197,669,175016,67924,107092,5082,2570,2512
B0103,27,802786,Mira Bhayandar (M corp.),Urban,Matric/secondary but below graduate,235131,133202,101929,102025,87246,14779,10666,6531,4135,1915,1223,692,122440,39425,83015,7604,3954,3650
B0103,27,802786,Mira Bhayandar (M corp.),Urban,Technical diploma or certificate not equal to degree,5787,4307,1480,3456,2926,530,317,233,84,64,40,24,2014,1148,866,227,149,78
B0103,27,802786,Mira Bhayandar (M corp.),Urban,Graduate and above other than technical degree,104870,57426,47444,61235,45650,15585,5487,2982,2505,926,491,435,38148,8794,29354,3247,1323,1924
B0103,27,802786,Mira Bhayandar (M corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,13636,8553,5083,8825,6386,2439,795,498,297,134,73,61,4016,1669,2347,496,255,241
B0103,27,802787,Thane (M Corp.),Urban,Total,1841488,975399,866089,649128,515048,134080,50107,31138,18969,12261,8470,3791,1142253,429213,713040,48169,24770,23399
B0103,27,802787,Thane (M Corp.),Urban,Illiterate,382692,178057,204635,59067,40573,18494,7933,4072,3861,1836,1135,701,315692,133412,182280,3852,1606,2246
B0103,27,802787,Thane (M Corp.),Urban,Literate,1458796,797342,661454,590061,474475,115586,42174,27066,15108,10425,7335,3090,826561,295801,530760,44317,23164,21153
B0103,27,802787,Thane (M Corp.),Urban,Literate but below matric/secondary,620696,319014,301682,173190,145075,28115,15547,9799,5748,4211,3078,1133,431959,164140,267819,13811,7347,6464
B0103,27,802787,Thane (M Corp.),Urban,Matric/secondary but below graduate,462369,270036,192333,202507,175157,27350,13005,8889,4116,3541,2600,941,246857,85990,160867,17207,9693,7514
B0103,27,802787,Thane (M Corp.),Urban,Technical diploma or certificate not equal to degree,20548,15582,4966,12885,10816,2069,714,540,174,163,121,42,6949,4226,2723,772,510,262
B0103,27,802787,Thane (M Corp.),Urban,Graduate and above other than technical degree,192593,98889,93704,115364,78095,37269,5552,2939,2613,1208,653,555,71677,17855,53822,7626,3115,4511
B0103,27,802787,Thane (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,48555,30325,18230,33918,23922,9996,1465,866,599,311,164,147,13172,5537,7635,1719,809,910
B0103,27,802788,Navi Mumbai (M Corp.),Urban,Total,1120547,610060,510487,419469,339789,79680,36016,21433,14583,9653,5996,3657,665062,248838,416224,29546,13763,15783
B0103,27,802788,Navi Mumbai (M Corp.),Urban,Illiterate,232430,108263,124167,38619,26107,12512,5384,2587,2797,1583,801,782,188427,79569,108858,2421,805,1616
B0103,27,802788,Navi Mumbai (M Corp.),Urban,Literate,888117,501797,386320,380850,313682,67168,30632,18846,11786,8070,5195,2875,476635,169269,307366,27125,12958,14167
B0103,27,802788,Navi Mumbai (M Corp.),Urban,Literate but below matric/secondary,351073,186603,164470,100649,86333,14316,10525,6487,4038,3033,2089,944,239899,93783,146116,6976,3377,3599
B0103,27,802788,Navi Mumbai (M Corp.),Urban,Matric/secondary but below graduate,287873,174167,113706,133364,118476,14888,9631,6335,3296,2690,1836,854,144878,49356,95522,10689,5689,5000
B0103,27,802788,Navi Mumbai (M Corp.),Urban,Technical diploma or certificate not equal to degree,16357,12352,4005,10219,8646,1573,601,448,153,153,113,40,5537,3258,2279,730,459,271
B0103,27,802788,Navi Mumbai (M Corp.),Urban,Graduate and above other than technical degree,145138,76487,68651,85556,61498,24058,5533,2885,2648,1294,635,659,54049,12104,41945,5801,2107,3694
B0103,27,802788,Navi Mumbai (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,47486,30961,16525,33553,24924,8629,1871,1130,741,390,194,196,12062,4907,7155,1856,864,992
B0103,27,802789,Bhiwandi (M Corp.),Urban,Total,709665,415339,294326,269087,243067,26020,20741,15073,5668,2947,2220,727,419837,157199,262638,13486,7594,5892
B0103,27,802789,Bhiwandi (M Corp.),Urban,Illiterate,218594,113353,105241,57960,49702,8258,5307,3343,1964,679,463,216,155327,60308,95019,1896,827,1069
B0103,27,802789,Bhiwandi (M Corp.),Urban,Literate,491071,301986,189085,211127,193365,17762,15434,11730,3704,2268,1757,511,264510,96891,167619,11590,6767,4823
B0103,27,802789,Bhiwandi (M Corp.),Urban,Literate but below matric/secondary,296367,179323,117044,114555,105537,9018,8034,5865,2169,1121,865,256,173778,67921,105857,5561,3260,2301
B0103,27,802789,Bhiwandi (M Corp.),Urban,Matric/secondary but below graduate,120010,76205,43805,57748,53912,3836,3700,2903,797,654,506,148,58562,19390,39172,3920,2326,1594
B0103,27,802789,Bhiwandi (M Corp.),Urban,Technical diploma or certificate not equal to degree,1942,1561,381,1019,930,89,76,67,9,27,24,3,847,564,283,117,92,25
B0103,27,802789,Bhiwandi (M Corp.),Urban,Graduate and above other than technical degree,20295,11870,8425,10730,9132,1598,614,454,160,155,114,41,8951,2284,6667,821,448,373
B0103,27,802789,Bhiwandi (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,4393,2534,1859,2701,1795,906,164,103,61,41,28,13,1528,636,892,195,110,85
B0103,27,802790,Kalyan Dombivali (M Corp.),Urban,Total,1247327,649626,597701,440991,345060,95931,28315,16850,11465,9201,6102,3099,778021,287716,490305,41383,20379,21004
B0103,27,802790,Kalyan Dombivali (M Corp.),Urban,Illiterate,218286,100409,117877,32347,21524,10823,4233,2216,2017,1318,787,531,181706,76669,105037,2533,1001,1532
B0103,27,802790,Kalyan Dombivali (M Corp.),Urban,Literate,1029041,549217,479824,408644,323536,85108,24082,14634,9448,7883,5315,2568,596315,211047,385268,38850,19378,19472
B0103,27,802790,Kalyan Dombivali (M Corp.),Urban,Literate but below matric/secondary,395163,194987,200176,100286,83498,16788,9170,5703,3467,2849,2088,761,285707,105786,179921,9615,4898,4717
B0103,27,802790,Kalyan Dombivali (M Corp.),Urban,Matric/secondary but below graduate,375917,210060,165857,152557,129627,22930,8612,5490,3122,2849,2022,827,214748,74943,139805,16231,8732,7499
B0103,27,802790,Kalyan Dombivali (M Corp.),Urban,Technical diploma or certificate not equal to degree,21736,17058,4678,14185,12308,1877,445,323,122,167,125,42,7106,4427,2679,1005,663,342
B0103,27,802790,Kalyan Dombivali (M Corp.),Urban,Graduate and above other than technical degree,177105,93714,83391,107447,74170,33277,4140,2107,2033,1467,741,726,65518,17437,48081,9082,3639,5443
B0103,27,802790,Kalyan Dombivali (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,37946,22901,15045,25726,17522,8204,854,496,358,309,174,135,11366,4883,6483,2221,1080,1141
B0103,27,802791,Ulhasnagar (M Corp.),Urban,Total,506098,269048,237050,175394,146213,29181,18630,11885,6745,4506,3134,1372,312074,110950,201124,13808,6867,6941
B0103,27,802791,Ulhasnagar (M Corp.),Urban,Illiterate,108160,48494,59666,20909,14165,6744,3410,1699,1711,901,549,352,83841,32630,51211,1297,477,820
B0103,27,802791,Ulhasnagar (M Corp.),Urban,Literate,397938,220554,177384,154485,132048,22437,15220,10186,5034,3605,2585,1020,228233,78320,149913,12511,6390,6121
B0103,27,802791,Ulhasnagar (M Corp.),Urban,Literate but below matric/secondary,194642,106683,87959,61529,53112,8417,7225,4795,2430,1805,1362,443,125888,48776,77112,4373,2325,2048
B0103,27,802791,Ulhasnagar (M Corp.),Urban,Matric/secondary but below graduate,136199,77590,58609,58728,52412,6316,4861,3353,1508,1135,811,324,72610,21825,50785,4971,2659,2312
B0103,27,802791,Ulhasnagar (M Corp.),Urban,Technical diploma or certificate not equal to degree,3020,2325,695,1717,1528,189,95,77,18,28,24,4,1208,720,488,189,118,71
B0103,27,802791,Ulhasnagar (M Corp.),Urban,Graduate and above other than technical degree,37458,19797,17661,19812,15184,4628,1427,854,573,325,171,154,16219,3759,12460,1993,811,1182
B0103,27,802791,Ulhasnagar (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,6103,3290,2813,3702,2344,1358,262,158,104,60,33,27,2139,788,1351,389,182,207
B0103,27,802792,Badlapur (MCl),Urban,Total,174226,90365,83861,55750,44176,11574,9505,6432,3073,2216,1531,685,108971,39757,69214,6409,2930,3479
B0103,27,802792,Badlapur (MCl),Urban,Illiterate,30746,13847,16899,3960,2488,1472,1256,673,583,299,178,121,25530,10686,14844,314,97,217
B0103,27,802792,Badlapur (MCl),Urban,Literate,143480,76518,66962,51790,41688,10102,8249,5759,2490,1917,1353,564,83441,29071,54370,6095,2833,3262
B0103,27,802792,Badlapur (MCl),Urban,Literate but below matric/secondary,55520,27386,28134,12783,10484,2299,2720,1889,831,677,517,160,40017,15013,25004,1425,664,761
B0103,27,802792,Badlapur (MCl),Urban,Matric/secondary but below graduate,51653,28859,22794,19751,16891,2860,2812,2087,725,634,465,169,29090,9881,19209,2576,1290,1286
B0103,27,802792,Badlapur (MCl),Urban,Technical diploma or certificate not equal to degree,3051,2397,654,1843,1617,226,190,167,23,39,36,3,1018,613,405,158,109,49
B0103,27,802792,Badlapur (MCl),Urban,Graduate and above other than technical degree,21058,11432,9626,11812,8576,3236,1452,890,562,329,174,155,7794,1966,5828,1335,484,851
B0103,27,802792,Badlapur (MCl),Urban,Technical degree or diploma equal to degree or post-graduate degree,4057,2446,1611,2494,1727,767,280,162,118,52,21,31,1283,557,726,266,131,135
B0103,27,802793,Ambarnath (MCl),Urban,Total,253475,132582,120893,85272,67996,17276,6135,4279,1856,1676,1271,405,162068,60307,101761,7644,3984,3660
B0103,27,802793,Ambarnath (MCl),Urban,Illiterate,57214,25456,31758,9888,6558,3330,1055,571,484,281,163,118,46271,18327,27944,639,255,384
B0103,27,802793,Ambarnath (MCl),Urban,Literate,196261,107126,89135,75384,61438,13946,5080,3708,1372,1395,1108,287,115797,41980,73817,7005,3729,3276
B0103,27,802793,Ambarnath (MCl),Urban,Literate but below matric/secondary,90920,47309,43611,25475,21463,4012,2241,1668,573,707,590,117,63204,24178,39026,2236,1238,998
B0103,27,802793,Ambarnath (MCl),Urban,Matric/secondary but below graduate,59642,34611,25031,24749,21389,3360,1458,1106,352,388,311,77,33435,12116,21319,2565,1467,1098
B0103,27,802793,Ambarnath (MCl),Urban,Technical diploma or certificate not equal to degree,2868,2360,508,1823,1636,187,73,62,11,17,15,2,972,662,310,149,105,44
B0103,27,802793,Ambarnath (MCl),Urban,Graduate and above other than technical degree,21907,11674,10233,12921,9072,3849,547,335,212,145,93,52,8439,2267,6172,1198,517,681
B0103,27,802793,Ambarnath (MCl),Urban,Technical degree or diploma equal to degree or post-graduate degree,4689,2770,1919,3152,2099,1053,103,66,37,22,13,9,1434,605,829,310,127,183
B0103,27,802794,Greater Mumbai (M Corp.),Urban,Total,12442373,6715931,5726442,4725256,3786989,938267,294161,178342,115819,85477,57389,28088,7422956,2750600,4672356,376595,188945,187650
B0103,27,802794,Greater Mumbai (M Corp.),Urban,Illiterate,2357866,1082222,1275644,427633,302317,125316,44539,22255,22284,10584,6265,4319,1885694,757650,1128044,25893,9738,16155
B0103,27,802794,Greater Mumbai (M Corp.),Urban,Literate,10084507,5633709,4450798,4297623,3484672,812951,249622,156087,93535,74893,51124,23769,5537262,1992950,3544312,350702,179207,171495
B0103,27,802794,Greater Mumbai (M Corp.),Urban,Literate but below matric/secondary,4556951,2455559,2101392,1493922,1266474,227448,112306,71458,40848,32434,23437,8997,2950723,1117627,1833096,115275,59288,55987
B0103,27,802794,Greater Mumbai (M Corp.),Urban,Matric/secondary but below graduate,3302854,1960697,1342157,1494026,1290874,203152,81051,53107,27944,26322,18290,8032,1727777,616716,1111061,144321,78688,65633
B0103,27,802794,Greater Mumbai (M Corp.),Urban,Technical diploma or certificate not equal to degree,111185,81566,29619,66821,54494,12327,2537,1770,767,799,566,233,41827,25302,16525,5094,3522,1572
B0103,27,802794,Greater Mumbai (M Corp.),Urban,Graduate and above other than technical degree,1517328,789923,727405,907802,624774,283028,34609,18155,16454,10216,5562,4654,574917,146994,427923,63087,26001,37086
B0103,27,802794,Greater Mumbai (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,285043,175041,110002,191210,132978,58232,6497,3762,2735,1918,1113,805,87336,38301,49035,12579,6613,5966
B0103,27,802796,Panvel (M Cl),Urban,Total,180020,92484,87536,61532,47551,13981,6462,3884,2578,2047,1109,938,112026,41049,70977,5488,2594,2894
B0103,27,802796,Panvel (M Cl),Urban,Illiterate,28327,13034,15293,3313,1934,1379,682,324,358,258,116,142,24332,10776,13556,229,80,149
B0103,27,802796,Panvel (M Cl),Urban,Literate,151693,79450,72243,58219,45617,12602,5780,3560,2220,1789,993,796,87694,30273,57421,5259,2514,2745
